Item ID,Sentiment,SentimentText,Category
551,0,@sureshpprabhu @RailMinIndia PNR 2547268804 AC not working in my 2AC coach since morning. All passengers sweating.,Others
552,4,"@RailMinIndia 22640 is late by 3 hrs, need to catch coromandel 4m chennai.plz help. Thr r many passngrs wid kids here who will suffer",management
553,5,@RailMinIndia refund proc time is 3 weeks. Doesn't railways have money to give back refunds. Tkt canc on 30/5 stl not credited,management
554,5,@RailMinIndia And the tatkal ticket booking site doesn't operates smoothly while booking tickets.Please look into the matter Sir,management
555,0,"pnr 4512791357 fan chocked, repairmen came bt couldnt fix it #peak summer ",Damage
556,5,@RailMinIndia @Siriusblack1213 @drmncrald sir please shear your contact no.&amp; journey ditels,Others
557,6,@PiyushGoyal @nerailwaygkp @gmner_gkp @RailMinIndia @AshwaniLohani @mourya_369 @PMOIndia @CVCIndia @PiyushGoyalOffcâ¦ https://t.co/CTT9s3MAk3,Others
558,0,"@sureshpprabhu @RailMinIndia @PMOIndia He.. prabhu punctuality,safety,cleanliness is our basic requirements. Plz do some for these",Others
559,7,@abhi795 Kindly share PNR for better assistance. Kindly look into it @IRCATERING @DrmKota @ed_eeg @Drmbct,Food
560,2," @RailMinIndia SirA couple traveling to SC by train 07092 with 2yr old kid Due to train delay,milk tâ¦ https://t.co/KPcfVD4rkz",management
561,0,@DRMBRCWR  valve number 136 on platform number 6 is open and the water is draining down the sewage! Please instructâ¦ https://t.co/0wURDN9vak,Food
562,5,@RailMinIndia sir please respond to my tweet regarding an extra birth in train 14392 pnr nmbr 6655715274..thanks,management
563,6,@windowseatprj @Gr8IndianRail @RailMinIndia @HK_harsha @BBC_Travel @hptdc @htTweets @Indianrlyinfo @instahimachal,management
564,6,@SBKULAL @Bkugne @riyaj_ali @niraj1712 @FAZALALAM234 @phanipeddapall1 @ratneshthakur86 @railmitraa @drmned @drmgtlâ¦ https://t.co/ZxsjnoOQLd,Others
565,6,@sureshpprabhu @RailMinIndia Request to ensure cleanliness for western-southern railways @swachhbharat had reported issue last time.,Others
566,4,"@RailMinIndia train 13288 is delayed by 3 hours, but NTES is showing its on time and has reached.",management
567,5,@drmadiwr @RailMinIndia @PiyushGoyal @IRCTC_Ltd Sir this is local coash and pls search my location on Google and maâ¦ https://t.co/U9aEfv3c13,Others
568,1,@railminindia can't we increase security check in railway stations just like metro stations. Feeling safe is best comfort.,management
569,5,@RailMinIndia I am able to get tickets through counter ticket agents @ very high rate but unable to get it online.,management
570,7,"@sanjaygupta2012 @DRMbhopal @RailMinIndia sorry for inconvenience,matter noted to @OPTGBSL",Others
571,5,@RailMinIndia  due to i not give bribe of 400/rs to the booking cleark in ahmdabad.item is on my name my leave ends on 13 june kindly look .,Others
572,7,RT @RailMinIndia: @anshumantiwar10  Please share your PNR no.,Others
573,5,"@RailMinIndia  Surprised RAC Ticket get wait listed after chart preparation. Pnr no: 4220401870 was RAC 5,6,7,8,9 https://t.co/btAbH0LMuh",management
574,0,@RailMinIndia travelling without AC in AC coach from 8th May now no water available in washrooms for need #Great Indian railway management#,Food
575,3,@RailMinIndia in train no12583 IRCTC is selling poor quality water and food items.plz see this .rail neer is nt available in train.,Food
576,6,@sureshpprabhu @RailMinIndia thanks sir for always new initiatives.. #food_at_railway,Food
577,4,@RailMinIndia sir i am traveling in train no. 12183 from Jhansi to Lucknow. This train also late started from,management
578,7,"@AirAsiaSupport I am scheduled to fly to CCU from KL tomorrow (PNR WERKXB), got an email saying my flight has beenâ¦ https://t.co/tx0F2YEthX",Others
579,6,@RailMinIndia Hats off @sureshpprabhu and your #Team .. Thanks to youhttps://t.co/VvMxA0W8NS https://t.co/eXRga4WBEE,Others
580,1,"@RailMinIndia @sureshpprabhu travelling by 11085 to Goa,this train has lost all semblance of timeliness, stopping at all unscheduled stops",Others
581,5,@RailMinIndia @sureshpprabhu @gm_nfr @RailNf no refund till date for last 1person..more than 3is over...kindly refund my money.,management
582,5,@sureshpprabhu @RailMinIndia (1/N) I have booked a Luggage via PRR 4000374907 on 6th June 16 at NDLS for PNBE.It was against ticket so the,management
583,5,@RailMinIndia @sureshpprabhu train 22182 TTE take charge 200rs for per bearth allotment nd RAC passenger travelling with sharing bearth.,Others
584,6,"RT @kassalv: #Scrap498A #498A is a weapon to extort money coz #498AJailsInnocent familes !
emergency,@IRCTC_Ltd @RailMinIndia @PiyushGoyalOffc If your clerk can give tickets than why he is not giving""",management
585,4,@sureshpprabhu delaying an already delayd train has bcum such #anindianrailwaysthing. Waiting for train 16360 for 5 hours now @RailMinIndia,management
586,5,@RailMinIndia @sureshpprabhu sir pls help travelling  with family and still 4 seats are W/L  PNR # 6149334953 NJP TO DLI DT.11 JUNE PLZ HELP,management
587,5,"@sureshpprabhu @RailMinIndia Unable 2 book Tatkal tkt frm Chennai to B'lore - sleeper class-Bnglr mail IRCTC,Supreme service! Digital India!",management
588,6,RT @RailMinIndia: Ministry of RailwaysÂ launchedÂ 1STÂ Swarna Rajdhani ( Train no 12314 New Delhi- Sealdah Rajdhani) rake today.A Majorâ¦ ,Others
589,4,RT @princebiet: 2 hours journey completed in 6 hrs excluding waiting time 3-5hrs.u should take responsibility mostly trains late 5tâ¦,management
590,0,ac blowing warm air #pnr 4512791357 feeling to die in this  closed compartment,Others
591,7,@pisecianpisces @rpfbharuch @rpfwrbrc @RailMinIndia @DRMBRCWR @rpfankaleshwar Kindly look into this matter @rpfwrbrc,Others
592,5,@RailMinIndia Impossible to get tatkal tickets from dis reservation centre @Koduvally@Kozhikodeagents#totalscam https://t.co/1uCmeBHZSO,management
593,3,"@sureshpprabhu @RailMinIndia sir traveling by train no 12816, y nt catering service provider r nt selling RAILNEER ? https://t.co/XvrZLbtSNf",Food
594,6,"@RailMinIndia Thanks sir today's proposed starting of saharsa Purnea line under ECR, we request you to start hate Bazare through this line",Others
595,6,"@RailMinIndia on board entertain system in bad shape , same adds repeated every 5.mins. good work in other sectors nullified here..",Others
596,3,@sureshpprabhu @Indianrlyinfo @RailMinIndia @comesum today I ordered a thali in comesum .thali is delivered but there is not a single roti.,Others
597,0,"big mouse found below the berth,plz help. Cant sleep pnr 4512791357",Others
598,5,@RailMinIndia ??? ?? ???? ???? ?? ?????? confirm ticket kar de back pain is peresisting PNR-2863707393Trn:12824Dt:10-06-2016Frm NZM APR,management
599,5,@RailMinIndia IRCTC is a shit... failed booking tickets many times and no refund of money,management
600,5,@RailMinIndia TDR with id 100000384344779 for  ticket with PNR 4628010989 was filed as the train was cancelled. No refund yet,management
601,2,"bags stolen ,1 mine and 1 of my copassenger having imp documents pnr 4512791357",Others
602,5,@sureshpprabhu @RailMinIndia Please look into this. Non of my refunds are processed for all the below tickets. https://t.co/vUoyBq1fsy,management
603,7,@RailMinIndia @WWarghade Matter brought to notice of concerned official. @srdencomumbaicr @srdstecobbcr,Others
604,6,#Win $50 Amazon #BookTour #Giveaway #BookBoost #Paranormal #Romance #Wolf #Shifter #PNR #EmiliaHartley https://t.co/mCGb3SdXGn,Others
605,0,@RailMinIndia : 12190 AC not working. Kids and old age suffering in a vaccume in 45 degrees from last 4 hours. Pls help. Next stop GWL,Others
606,0,@RailMinIndia in Sabarmati (19168) coach A1there is no proper cooling.. we r facing problem since early morning... please do some necessary,Others
607,6," @ARM_SRC @drmkgp @RailMinIndia @sdmebvp1 Respected sirs,Thank you for quick action and response. I Rahuâ¦ https://t.co/noP1iP8E3n",Others
608,3,"@sureshpprabhu @RailMinIndia I m traveling  PNR:8348054662, water bottle provided is very hot and nondrinkable kindly help.feeling thristy.",Food
609,3,"@RailMinIndia @sureshpprabhu Please insure that every vendor have carry rate list approved by Railways,they are overcharging from passenger",Others
610,4,@RailMinIndia @sureshpprabhu @piyushurfriend @IR_EDCHG @drmncrald @drmdelhi 12501 is gettin furthr late aftr Kanpur.Late 11:30 hrPls care.,management
611,6,@RailMinIndia please call me I have serious complaint,Others
612,7,@drmumb @RailMinIndia @KaliaAjit @IR_ENHM Sir message given to SSE/UMB and matter forwarded to @SrDmeChg_Dli @DelhiCcc,Others
613,6,@RailMinIndia @pk_9451 In such cases what is the way out. Please suggest solutions,Others
614,7,@SumitSi25004636 Kindly share your PNR NO,Others
615,1,@sureshpprabhu @RailMinIndia Mob snatched in moving train. Trn 12002 E2 / 4 PNR 2765527534. No one helping. No FIR. Frustrating. PLZ HELP!,Others
616,0,@RailMinIndia hasle begins on very first day of rain in Mumbai train out of time table ther won't b any smrt dry modern station neari n time,management
617,5,@RailMinIndia @sureshprabhu:this ticket counter @ kalyanidoesn't open if it does seldom thoug it helps numerous.uhh https://t.co/FSyQuolr2L,management
618,2,"@RailMinIndia IRCTC #7367669 emergency,@RailMinIndia Plz. Help",Others
619,3,@RailMinIndia @sureshpprabhu why Pantry Car services are not provided in any of the Mumbai to Varanasi trains?,management
620,0,@RailMinIndia @SalemDRM we are in 11014..s2 coach was not clean..lot of incect are disturbing all pasengers..kindly clean the coach in salem,Others
621,4,"@IRCTC_Ltd @RailMinIndia @PiyushGoyalOffc Ppls r in queue for tickets without any time limit, because your trains getting late and late",management
622,7,@RailMinIndia @at_agentofchaos @IR_ENHM Matter notified to the concerned officials @LTTOBHS1 @srdmecmumbaicr,Others
623,7,@RailMinIndia @mohitbansal660 @NRRPF Comp No. 437 matter forwarded to @rpfnwrbkn look into this matter &amp;  kindly prâ¦ https://t.co/dN8IuA9Shf,Others
624,5,@RailMinIndia @sureshpprabhu @IRCTC_Ltd   why I still See service charge while booking the tickets online ? ? ? https://t.co/zLshgSIctY,management
625,3,"@RailMinIndia @IRCTC_Ltd PNR-4319402198, Nijamabad stn, platform 2. Selling water bottles for Rs. 20. https://t.co/fVIlRWNGNn",Food
626,4,@RailMinIndia @sureshpprabhu mumbai central locals r late everyday at peak hours. And its not even raining yet.,management
627,4,@RailMinIndia @sureshprabhubjp not expected..my parents missed the train...no help from you...disappointed.,Others
628,0,"@sureshpprabhu @RailMinIndia @gm_nfr such lousy food in Rajdhani to DBRT. Toilets are hell, can't even step in..1 https://t.co/bVsDa3Ygrc",Unhygienic
629,0,@RailMinIndia Sir no water in B2 n coach is also not clean at train 04416. It's really difficult to travel  with kids. Pl do something,Food
630,7,@tamsil_sidd @RailMinIndia @PiyushGoyal Your mail is forwarded to @gm_nfr as mentioned in the screenshot,Others
631,6,@RailMinIndia please select 45 medical passed candidates in RRC ALLAHABAD EMPLOYMENT NOYICE NO 01/2007 GROUP D 45 VACANT VACANCY.,Others
632,1,@RailMinIndia need some help in teain no 12192 as our bag was stolen and no police is available to file a complaint,Others
633,5,"@RailMinIndia need helpPNR-2863707393Trn:12824Dt:10-06-2016Frm NZM to APRCls:SLP1-RC,S9,55Having back pain req for confirm ticket",management
634,3,@RailMinIndia  @sureshprabhubjp @IRCATERINGHave ben sending msgs the lst night to 58888.Recvd no reply.Am i wrong to ask fr ny refund..?,Food
635,5,@sureshpprabhu @RailMinIndia want to buy tickets of saraighat exp for 12/10 frm hwh.but for last few days within 30sec all ac tickets r sold,management
636,1,@RailMinIndia a women gave birth to baby.Plzzz send police also as some feud is happening over babay,management
637,0,"@RailMinIndia  @sureshpprabhu  @sureshprabhubjp train no:12423,B:11=14&amp;16Disgstin behavior by da atender.Poor toilet condtns.",Unhygienic
638,6,@railminindia thanks sir light has came,Others
639,3,@sureshpprabhu @RailMinIndia when are you planning to make catering charges in Shatabdi optional?,Food
640,0,"@RailMinIndia travelling in 09456 frm gandhidham to surat.  There is no water in B1, paying more thn normal fare. how it is special train??",Food
641,2,@irctceastzone @RailMinIndia Nothing happened yet I didn't receive any call and I am about to reach my destinationâ¦ https://t.co/YYwYp6v1cm,Others
642,2,"finger brokenof my frnd by falling from upper berth, cannot find any medical assistance pnr 4512791357",Damage
643,7,"@bbiswajit88 @RailMinIndia Sorry,  the tweet received from @RailMinIndia doesn't contain your complaint.",Others
644,3,pantry officials billing us double than printed . All complaints in vain pnr 4512791357,Others
645,5,@RailMinIndia rough language n sir my small advice ticket collecter ko sikya jaye ki passenger n staff se kaise baat ki jti Ty rly ministry,management
646,6,"RT @DOTrPH: ATM : Contract signing for construction of PNR Clark Phase 1 (Tutuban-Malolos) project bet. DOTr, NSTren Consortium https://t.câ¦",Others
647,4,@RailMinIndia @sureshpprabhu will never travel in 12189 n 12190. Two hours already late. Dinner may not be available at gwalior now,management
648,5,"@IRCTC_Ltd @RailMinIndia @PiyushGoyal if my ticket remains RAC even after chart is prepared, then isn't logically wâ¦ https://t.co/k2pui7f6wl",management
649,0,@RailMinIndia Train No. 22462. B7 is very poorly maintained yesterday toilets were dirty. today no water in toilets. @sureshpprabhu,Unhygienic
650,0,@RailMinIndia Unreserved people sitting near toilets female passengers finding difficult to use washroom pnr 8647770808 coach s12,Unhygienic
651,5,"@sureshpprabhu @RailMinIndia @IRCTC_Ltd refunds for PNR's 4631100452, 4738172060, 4116851372, 4836735071 pending since 30th may 2016. pl hlp",Others
652,5,@sureshpprabhu @IRCTC_Ltd @RailMinIndia payment done. Ticket not issued. And cant book again as 2 tickets (1/2) https://t.co/i8ak6SsWp9,management
653,2,pnr no 4512791357 need mdical 1.having blood vomits ,Others
654,6,"@RailMinIndia @santosh4soni Sir, thanks for your appreciation.",Others
655,3,@RailMinIndia We r travelling in train no. 22634 from delhi to UDUPi.....There is no water shop available in the train...In ha 1 coach....,Food
656,5,"@sureshpprabhu @RailMinIndia Sir no response from anywhere neither @GMNWRailway @IRCTC_Ltd nor @RailMinIndia TDR Rejected, PNR 2763153576",Others
657,5,"@RailMinIndia my 2AC ticket status changed from rac-12 to w/l 2, whats happening in Indian railway JAI HO CORRUPTION https://t.co/KpYzDhmf4E",management
658,1,"@RailMinIndia @aashishkota Sir, FIR lodged by GRP/Kota vide Cr.No.158/16 U/S 380 IPC dt.04.06.16",Others
659,4,"@RailMinIndia @drmdelhi dear sir Kisan express 14519 regularly late arrived at Hisar, complaint  or tweeted so manyâ¦ https://t.co/DDcrzPRWq8",management
660,4,"@RailMinIndia Dadar-Bikaner Express(12490) running 1:30hours late,worst travel experience in life.and we r dreaming about Fast bullet train",management
